Organism_ID,Pit,Phylum,Organism,code
2487066.0,4.148020705259446,Bacteroidetes,Chryseobacterium sp. G0240 (Strain: G0240),29
2487071.0,4.136441906377775,Bacteroidetes,Chryseobacterium sp. F5649 (Strain: F5649),29
2487072.0,4.13608187435188,Bacteroidetes,Chryseobacterium sp. H6466 (Strain: H6466),29
2487074.0,4.142218107104448,Bacteroidetes,Chryseobacterium sp. H3056 (Strain: H3056),29
2487118.0,4.166521612720422,Firmicutes,Erysipelotrichaceae bacterium SG0102 (Strain: SG0102),40
2487135.0,4.138483585220484,Proteobacteria,Dickeya sp. FVG10-MFV-A16 (Strain: FVG10-MFV-A16),1
2487136.0,4.139234317434901,Proteobacteria,Dickeya sp. FVG1-MFV-O17 (Strain: FVG1-MFV-O17),1
2487137.0,4.000529723457907,Actinobacteria,Nocardiopsaceae bacterium YIM 96095 (Strain: YIM 96095),48
2487138.0,3.9591246305807335,Actinobacteria,Micromonospora sp. PPF5-17 (Strain: PPF5-17),48
2487139.0,3.962898110942126,Actinobacteria,Micrococcus sp. RIT608 (Strain: RIT608),48
2487150.0,4.147977392755478,Proteobacteria,Metakosakonia sp. MRY16-398 (Strain: MRY16-398),1
2487273.0,4.138036544237686,Firmicutes,Hungateiclostridium sp. N2K1 (Strain: N2K1),40
2487322.0,4.161811949330989,Proteobacteria,Vibrio sp. LJC006 (Strain: LJC006),1
2487347.0,4.114962184715265,Proteobacteria,Pseudomonas sp. SSM44 (Strain: SSM44),1
2487349.0,4.025150909690972,Actinobacteria,Gordonia sp. RS15-1S (Strain: RS15-1S),48
2487350.0,4.1341943222065,Firmicutes,Aerococcus sp. SJQ22 (Strain: SJQ22),40
2487351.0,4.092147080192459,Firmicutes,Anaerosphaera sp. GS7-6-2 (Strain: GS7-6-2),40
2487352.0,4.02059428757453,Actinobacteria,Rhodococcus sp. LHW50502 (Strain: LHW50502),48
2487353.0,4.017896908198112,Actinobacteria,Actinobacteria bacterium YIM 96077 (Strain: YIM 96077),48
2487364.0,4.017498365317314,Actinobacteria,Rhodococcus sp. LHW51113 (Strain: LHW51113),48
2487400.0,4.091209301778873,Proteobacteria,Rhizobium sp. C16 (Strain: C16),1
2487409.0,3.9941019860469695,Actinobacteria,Streptomyces sp. WAC05858 (Strain: WAC05858),48
2487410.0,3.972958296653305,Actinobacteria,Streptomyces sp. WAC07061 (Strain: WAC07061),48
2487413.0,3.9730480930771783,Actinobacteria,Streptomyces sp. WAC08401 (Strain: WAC08401),48
2487415.0,3.9851504329064174,Actinobacteria,Streptomyces sp. WAC00469 (Strain: WAC00469),48
2487416.0,3.97007613961577,Actinobacteria,Streptomyces sp. WAC06614 (Strain: WAC06614),48
2487417.0,3.9763575368294566,Actinobacteria,Streptomyces sp. WAC02707 (Strain: WAC02707),48
2487418.0,3.9547822020210996,Actinobacteria,Streptomyces sp. WAC05292 (Strain: WAC05292),48
2487419.0,3.981534110651804,Actinobacteria,Streptomyces sp. WAC05950 (Strain: WAC05950),48
2487420.0,3.9653065795035274,Actinobacteria,Streptomyces sp. WAC05374 (Strain: WAC05374),48
2487421.0,3.967213917444203,Actinobacteria,Streptomyces sp. WAC08241 (Strain: WAC08241),48
2487423.0,3.9956951075955636,Actinobacteria,Streptomyces sp. WAC04770 (Strain: WAC04770),48
2487424.0,3.983070340082758,Actinobacteria,Streptomyces sp. WAC01280 (Strain: WAC01280),48
2487425.0,3.9684458199751567,Actinobacteria,Streptomyces sp. WAC07149 (Strain: WAC07149),48
2487519.0,4.090527110762892,Proteobacteria,Pseudomonas daroniae (Strain: P9A),1
2487520.0,4.075486011269265,Proteobacteria,Pseudomonas dryadis (Strain: P6B),1
2487710.0,3.95700670247685,Actinobacteria,Micromonospora sp. HM5-17 (Strain: HM5-17),48
2487722.0,4.135070267626589,,bacterium BCRC 81129 (Strain: BCRC 81129),0
2487723.0,4.136190649558079,,bacterium BCRC 81127 (Strain: BCRC 81127),0
2487740.0,4.144041081339984,Proteobacteria,Pseudidiomarina sp. R04H25 (Strain: R04H25),1
2487741.0,4.158722804610622,Proteobacteria,Shewanella sp. R106 (Strain: R106),1
2487897.0,4.1558972691893645,Bacteroidetes,Cyclobacteriaceae bacterium YHN15 (Strain: YHN15),29
2487907.0,4.100686855936962,Proteobacteria,Brucellaceae bacterium VT-16-1752 (Strain: VT-16-1752),1
2487928.0,4.159464745997966,Firmicutes,Paenibacillus sp. M-152 (Strain: M-152),40
2487930.0,4.125589798059037,Bacteroidetes,Flavobacteriaceae bacterium BH-SD17 (Strain: BH-SD17),29
2487931.0,4.07136734392633,Proteobacteria,Pseudorhodobacter sp. E13 (Strain: E13),1
2488560.0,4.05646977170404,Proteobacteria,Pigmentiphaga sp. H8 (Strain: H8),1
2488634.0,4.169025186952422,Bacteroidetes,Chitinophaga sp. ZY74 (Strain: ZY74),29
2488665.0,4.130757187449299,Proteobacteria,Marinobacter sp. NP-4(2019) (Strain: NP-4(2019)),1
2488666.0,4.128304088494379,Proteobacteria,Marinobacter sp. NP-6 (Strain: NP-6),1
2488728.0,4.127792257270668,Bacteroidetes,Flavobacterium sp. YIM 102701-2 (Strain: YIM 102701-2),29
2488729.0,4.138120823913507,Bacteroidetes,Flavobacterium sp. YIM 102796 (Strain: YIM 102796),29
2488730.0,4.051857779790978,Proteobacteria,Gemmobacter sp. YIM 102744-1 (Strain: YIM 102744-1),1
2488791.0,4.034725729336884,Actinobacteria,Zimmermannella sp. YIM 102482-1 (Strain: YIM 102482-1),48
2488809.0,4.168858486195314,Verrucomicrobia,Verrucomicrobia bacterium S94 (Strain: S94),18
2488810.0,4.1321457772113215,Firmicutes,Ruminiclostridium sp. MA18 (Strain: MA18),40
2488819.0,4.080411060297026,Actinobacteria,Corynebacterium sp. 2069/2 (Strain: LMM-1653),48
2488860.0,4.053928249713387,Proteobacteria,Erythrobacter sp. HN-E23 (Strain: HN-E23),1
2488993.0,4.13624464148978,Bacteroidetes,Flavobacterium sp. YIM 102600 (Strain: YIM 102600),29
2489054.0,4.155515823662207,Bacteroidetes,Arenibacter sp. GUO666 (Strain: GUO666),29
2489173.0,4.078567615208994,Proteobacteria,Altererythrobacter sp. SSKS-13 (Strain: SSKS-13),1
2489174.0,4.083733231701425,Proteobacteria,Rhodobacteraceae bacterium JBTF-M29 (Strain: JBTF-M29),1
2489212.0,3.9783299161692334,Actinobacteria,Microbacterium sp. RG1 (Strain: RG1),48
2489213.0,4.05964827373149,Deinococcus-Thermus,Deinococcus sp. S14-83 (Strain: S14-83T),35
2489214.0,4.179001748098652,Bacteroidetes,Muribaculaceae bacterium Isolate-001 (NCI) (Strain: Isolate-001 (NCI)),29
2489215.0,4.17162963395927,Bacteroidetes,Muribaculaceae bacterium Isolate-002 (NCI) (Strain: Isolate-002 (NCI)),29
2489216.0,4.171940903075551,Bacteroidetes,Muribaculaceae bacterium Isolate-004 (NCI) (Strain: Isolate-004 (NCI)),29
2489217.0,4.180291364446909,Bacteroidetes,Muribaculaceae bacterium Isolate-007 (NCI) (Strain: Isolate-007 (NCI)),29
2489218.0,4.168075379232347,Bacteroidetes,Muribaculaceae bacterium Isolate-013 (NCI) (Strain: Isolate-013 (NCI)),29
2489596.0,4.086272366567701,Proteobacteria,Bradyrhizobium sp. RP6 (Strain: RP6),1
2490538.0,4.0949766508865935,Proteobacteria,Rhodobacteraceae bacterium CH30 (Strain: CH30),1
2490544.0,4.145314584100232,Proteobacteria,Amphritea sp. MCCC 1K03512 (Strain: ANRC-JH13),1
2490633.0,4.133495007632097,Firmicutes,Streptococcus sp. KCOM 2412 (Strain: KCOM 2412),40
2490635.0,4.151597096282216,Proteobacteria,Pseudoalteromonas sp. Xi13 (Strain: Xi13),1
2490847.0,4.089824454125605,Proteobacteria,Ensifer sp. MPMI2T (Strain: MPMI2T),1
2490848.0,4.003806248253246,Actinobacteria,Streptomyces sp. RP5T (Strain: RP5T),48
2490853.0,4.046670655260912,Actinobacteria,Rhodococcus sp. NJ-530 (Strain: NJ-530),48
2490854.0,4.182339139380591,Bacteroidetes,Prevotella sp. KCOM 3155 (Strain: KCOM 3155),29
2490855.0,4.127161322229644,Firmicutes,Lachnoanaerobaculum sp. KCOM 2030 (Strain: KCOM 2030),40
2490856.0,4.149636386106384,Firmicutes,Paenibacillus sp. KCOM 3021 (Strain: KCOM 3021),40
2490857.0,4.083843845705432,Proteobacteria,Lautropia sp. KCOM 2505 (Strain: KCOM 2505),1
2490941.0,4.072820020624604,Proteobacteria,Devosia sp. M6-77,1
2490946.0,4.0623369135661616,Actinobacteria,Actinobaculum sp. 352 (Strain: 352),48
2491017.0,4.15315854182168,Proteobacteria,Litorilituus sp. RZ04 (Strain: RZ04),1
2491021.0,4.054119428090219,Proteobacteria,Novosphingobium sp. LASN5T (Strain: LASN5T),1
2491024.0,4.150195402808839,Firmicutes,Bacillus sp. C1-1 (Strain: C1-1),40
2491043.0,4.174855252200179,Bacteroidetes,Alloprevotella sp. OH1205_COT-284 (Strain: OH1205_COT-284),29
2491044.0,4.152379421609618,Firmicutes,Clostridiales bacterium COT073_COT-073 (Strain: COT073_COT-073),40
2491045.0,4.1156270968496305,Proteobacteria,Desulfovibrio sp. OH1186_COT-070 (Strain: OH1186_COT-070),1
2491047.0,4.086218834697322,Synergistetes,Fretibacterium sp. OH1220_COT-178 (Strain: OH1220_COT-178),33
2491048.0,4.067496729317194,Fusobacteria,Leptotrichia sp. OH3620_COT-345 (Strain: OH3620_COT-345),34
2491049.0,4.066370799588001,Actinobacteria,Leucobacter sp. OH1287 (Strain: OH1287),48
2491050.0,4.052381494944018,Actinobacteria,Leucobacter sp. OH2974_COT-288 (Strain: OH2974_COT-288),48
2491051.0,4.182985895730795,Bacteroidetes,Prevotella sp. OH937_COT-195 (Strain: OH937_COT-195),29
2491052.0,4.132212755281189,Firmicutes,Streptococcus sp. OH4692_COT-348 (Strain: OH4692_COT-348),40
2491055.0,4.079723541089198,Proteobacteria,Comamonadaceae bacterium OH3737_COT-264 (Strain: OH3737_COT-264),1
2491056.0,4.0644630643581845,Proteobacteria,Comamonadaceae bacterium OH2310_COT-174 (Strain: OH2310_COT-174),1
2491057.0,4.04242182213875,Proteobacteria,Comamonadaceae bacterium OH2545_COT-014 (Strain: OH2545_COT-014),1
2491058.0,4.1408077317239895,Firmicutes,Erysipelotrichaceae bacterium OH741_COT-311 (Strain: OH741_COT-311),40
2491059.0,4.049439932051386,Actinobacteria,Tessaracoccus sp. OH4464_COT-324 (Strain: OH4464_COT-324),48
2491082.0,4.128363399944079,Euryarchaeota,Methanophagales archaeon ANME-1-THS,63
2491083.0,4.102031945062898,Euryarchaeota,Candidatus Methanoliparum thermophilum,63
2491085.0,4.118629381422414,Euryarchaeota,Candidatus Methanolliviera hydrocarbonicum,63
2491114.0,4.127721248182524,Bacteroidetes,Empedobacter sp. MRS2 (Strain: MRS2),29
2491138.0,4.111063945227928,Chlorobi,Chlorobium sp. N1 (Strain: N1),28
2491343.0,4.0614744927895226,Proteobacteria,Variovorax sp. T529 (Strain: T529),1
2491675.0,4.152996854518828,Euryarchaeota,Methanohalophilus sp. WG1-DM (Strain: WG1-DM),63
2491704.0,4.065826795697523,Chloroflexi,Candidatus Viridilinea halotolerans,46
2491711.0,4.140490278042392,Bacteroidetes,Flavobacteriaceae bacterium 14752 (Strain: 14752),29
2491866.0,4.048671556612978,Proteobacteria,Paracoccus sp. M1-83,1
2492393.0,4.160212322879743,Bacteroidetes,Emticicia sp. 17J42-9 (Strain: 17J42-9),29
2492395.0,4.15547036752048,Bacteroidetes,Mucilaginibacter sp. 17JY9-4 (Strain: 17JY9-4),29
2492396.0,4.139775654341799,Proteobacteria,Kosakonia sp. CCTCC M2018092 (Strain: CCTCC M2018092),1
2492472.0,4.042342320950619,Proteobacteria,Caulobacter sp. 602-1 (Strain: 602-1),1
2492662.0,4.0101795792000985,Actinobacteria,Saccharopolyspora sp. H219 (Strain: H219),48
2492837.0,4.0478461917731,Proteobacteria,Sphingomonas sp. C8-2 (Strain: C8-2),1
2492960.0,4.14031460313735,Firmicutes,Bacillus sp. XXST-01 (Strain: XXST-01),40
2493089.0,4.104097949830972,Proteobacteria,Pseudoxanthomonas sp. SGD-10 (Strain: SGD-10),1
2493092.0,4.076167324767673,Proteobacteria,Aquabacterium sp. SJQ9 (Strain: SJQ9),1
2493119.0,4.100667324122577,Actinobacteria,Bifidobacterium xylocopae (Strain: XV2),48
2493120.0,4.120139944257952,Actinobacteria,Bifidobacterium aemilianum (Strain: XV10),48
2493553.0,3.992111615187964,Actinobacteria,Glycomyces sp. YIM 121974 (Strain: YIM 121974),48
2493639.0,4.133825867959676,Proteobacteria,Silvanigrellales bacterium RF1110005 (Strain: RF1110005),1
2493665.0,4.154396322756774,Firmicutes,Ammoniphilus sp. CFH 90114 (Strain: CFH 90114),40
2493666.0,4.111348310779046,Bacteroidetes,Hymenobacter sp. 9PBR-2 (Strain: 9PBR-2),29
2493668.0,4.082478906829184,Proteobacteria,Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2 (Strain: M9A.F.Ca.ET.002.03.1.2),1
2493669.0,4.0799590637921455,Proteobacteria,Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1 (Strain: M1D.F.Ca.ET.043.01.1.1),1
2493671.0,4.080703208052699,Proteobacteria,Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1 (Strain: M2A.F.Ca.ET.043.05.1.1),1
2493672.0,4.082301596775321,Proteobacteria,Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 (Strain: M1E.F.Ca.ET.045.02.1.1),1
2493673.0,4.082512849725819,Proteobacteria,Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1 (Strain: M1B.F.Ca.ET.045.04.1.1),1
2493674.0,4.0829962691876345,Proteobacteria,Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1 (Strain: M2A.F.Ca.ET.046.03.2.1),1
2493675.0,4.079648628253497,Proteobacteria,Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1 (Strain: M4B.F.Ca.ET.058.02.1.1),1
2493678.0,4.084723406943349,Proteobacteria,Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1 (Strain: M7D.F.Ca.US.005.01.1.1),1
2493679.0,4.082405289569868,Proteobacteria,Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1 (Strain: M8A.F.Ca.ET.057.01.1.1),1
2493691.0,4.142329831388078,Firmicutes,Salinicoccus sp. CT19 (Strain: CT19),40
2493692.0,4.156211411377173,Bacteroidetes,Chryseobacterium sp. XH07 (Strain: XH07),29
2494234.0,4.077373496392078,Proteobacteria,Sutterella megalosphaeroides (Strain: 6FBBBH3),1
2494248.0,4.096654373826463,Proteobacteria,Comamonas sp. A23 (Strain: A23),1
2494255.0,4.09084502343832,Proteobacteria,Rhizobium sp. RMa-01 (Strain: RMa01),1
2494256.0,4.006948938765034,Actinobacteria,Streptomyces sp. San01 (Strain: San01),48
2494319.0,4.151444225624189,Firmicutes,Bacillus wiedmannii bv. thuringiensis (Strain: FCC41),40
2494373.0,4.144134626330273,Bacteroidetes,Flammeovirga sp. L12M1 (Strain: L12M1),29
2494374.0,4.052804059853275,Proteobacteria,Tabrizicola sp. K13M18 (Strain: K13M18),1
2494375.0,4.146169004843682,Bacteroidetes,Aequorivita sp. H23M31 (Strain: H23M31),29
2494549.0,4.156973268497627,Firmicutes,Paenibacillus sp. MBLB1234 (Strain: MBLB1234),40
2494697.0,4.141996213085959,Bacteroidetes,Mangrovimonas sp. HN-E26 (Strain: HN-E26),29
2494701.0,4.1492957540179685,Proteobacteria,Enterobacter chengduensis (Strain: CIDEIMsCOL9),1
2494702.0,4.144718046577098,Proteobacteria,Enterobacter huaxiensis (Strain: WCHEHu045002),1
2495421.0,4.150088202598188,Firmicutes,Bacillus sp. HMF5848 (Strain: HMF5848),40
2495579.0,4.07798249305785,Proteobacteria,Massilia sp. SOD (Strain: SOD),1
2495580.0,4.0429871902987875,Proteobacteria,Sphingomonas sp. TF3 (Strain: TF3),1
2495581.0,4.060178379295918,Proteobacteria,Mesorhizobium sp. B2.3 (Strain: B2.3),1
2495582.0,4.1534686673015955,Firmicutes,Paenibacillus sp. 18JY67-1 (Strain: 18JY67-1),40
2495591.0,4.1249484743856675,Proteobacteria,Undibacterium sp. S11R28 (Strain: S11R28),1
2495592.0,4.073089950261272,Proteobacteria,Variovorax sp. DXTD-1 (Strain: DXTD-1),1
2495593.0,4.063355454018464,Proteobacteria,Variovorax sp. MHTC-1 (Strain: MHTC-1),1
2495899.0,4.152720409456878,Firmicutes,Lactobacillus sp. HT111-2 (Strain: HT111-2),40
2496102.0,4.114231067362655,Cyanobacteria,cyanobiont of Ornithocercus magnificus (Strain: OmCyn01),49
2496119.0,4.070086802303741,Proteobacteria,Variovorax sp. 679 (Strain: 679),1
2496265.0,4.139604700327927,Firmicutes,Jeotgalibaca sp. H21T32 (Strain: H21T32),40
2496266.0,4.133967236196789,Proteobacteria,Iodobacter sp. H11R3 (Strain: H11R3),1
2496267.0,4.146601808579734,Firmicutes,Paenibacillus sp. 3-5-3 (Strain: 3-5-3),40
2496558.0,4.153977007287123,Firmicutes,Paenibacillus whitsoniae (Strain: MER 54),40
2496559.0,4.154657142451342,Proteobacteria,Vibrio sp. BEI207 (Strain: BEI207),1
2496632.0,4.135315448958673,Proteobacteria,Gammaproteobacteria bacterium (ex Lamellibrachia satsuma),1
2496635.0,4.137516088667384,Proteobacteria,Epsilonproteobacteria bacterium (ex Lamellibrachia satsuma),1
2496639.0,4.034986099781916,Proteobacteria,Azospirillum sp. L-25-5w-1 (Strain: L-25-5w-1),1
2496640.0,4.003208689364596,Proteobacteria,Roseococcus sp. SYP-B2431 (Strain: SYP-B2431),1
2496649.0,4.078380019639998,Proteobacteria,Mesorhizobium sp. M4B.F.Ca.ET.017.02.2.1 (Strain: M4B.F.Ca.ET.017.02.2.1),1
2496650.0,4.081199807441448,Proteobacteria,Mesorhizobium sp. M2A.F.Ca.ET.017.03.2.1 (Strain: M2A.F.Ca.ET.017.03.2.1),1
2496651.0,4.077972294111757,Proteobacteria,Mesorhizobium sp. M4B.F.Ca.ET.019.03.1.1 (Strain: M4B.F.Ca.ET.019.03.1.1),1
2496652.0,4.080217890715986,Proteobacteria,Mesorhizobium sp. M4A.F.Ca.ET.020.02.1.1 (Strain: M4A.F.Ca.ET.020.02.1.1),1
2496653.0,4.080312145289415,Proteobacteria,Mesorhizobium sp. M4A.F.Ca.ET.022.05.2.1 (Strain: M4A.F.Ca.ET.022.05.2.1),1
2496654.0,4.084305360843706,Proteobacteria,Mesorhizobium sp. M8A.F.Ca.ET.023.02.2.1 (Strain: M8A.F.Ca.ET.023.02.2.1),1
2496656.0,4.085238087746363,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.ET.027.03.2.1 (Strain: M7A.F.Ca.ET.027.03.2.1),1
2496657.0,4.080943841839286,Proteobacteria,Mesorhizobium sp. M4A.F.Ca.ET.029.04.2.1 (Strain: M4A.F.Ca.ET.029.04.2.1),1
2496659.0,4.0842476525316345,Proteobacteria,Mesorhizobium sp. M00.F.Ca.ET.038.03.1.1 (Strain: M00.F.Ca.ET.038.03.1.1),1
2496660.0,4.0848825633447206,Proteobacteria,Mesorhizobium sp. M2A.F.Ca.ET.046.02.1.1 (Strain: M2A.F.Ca.ET.046.02.1.1),1
2496661.0,4.080756314186821,Proteobacteria,Mesorhizobium sp. M4B.F.Ca.ET.088.02.2.1 (Strain: M4B.F.Ca.ET.088.02.2.1),1
2496662.0,4.0812629460166,Proteobacteria,Mesorhizobium sp. M4B.F.Ca.ET.089.01.1.1 (Strain: M4B.F.Ca.ET.089.01.1.1),1
2496663.0,4.080058088540189,Proteobacteria,Mesorhizobium sp. M4A.F.Ca.ET.090.04.2.1 (Strain: M4A.F.Ca.ET.090.04.2.1),1
2496664.0,4.081717320961639,Proteobacteria,Mesorhizobium sp. M2D.F.Ca.ET.140.01.1.1 (Strain: M2D.F.Ca.ET.140.01.1.1),1
2496665.0,4.082882935680301,Proteobacteria,Mesorhizobium sp. M2D.F.Ca.ET.148.01.1.1 (Strain: M2D.F.Ca.ET.148.01.1.1),1
2496666.0,4.080262847314274,Proteobacteria,Mesorhizobium sp. M1D.F.Ca.ET.183.01.1.1 (Strain: M1D.F.Ca.ET.183.01.1.1),1
2496667.0,4.079554098934346,Proteobacteria,Mesorhizobium sp. M1C.F.Ca.ET.192.01.1.1 (Strain: M1C.F.Ca.ET.192.01.1.1),1
2496669.0,4.080541455692793,Proteobacteria,Mesorhizobium sp. M1D.F.Ca.ET.231.01.1.1 (Strain: M1D.F.Ca.ET.231.01.1.1),1
2496670.0,4.084300575580649,Proteobacteria,Mesorhizobium sp. M2D.F.Ca.ET.232.01.1.1 (Strain: M2D.F.Ca.ET.232.01.1.1),1
2496671.0,4.086134059131806,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.AU.002.02.1.1 (Strain: M7A.F.Ca.AU.002.02.1.1),1
2496672.0,4.085492034706228,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.AU.002.03.1.1 (Strain: M7A.F.Ca.AU.002.03.1.1),1
2496673.0,4.085339039659174,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.AU.002.04.1.1 (Strain: M7A.F.Ca.AU.002.04.1.1),1
2496674.0,4.085789777592009,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.AU.002.06.1.1 (Strain: M7A.F.Ca.AU.002.06.1.1),1
2496675.0,4.0865053591906495,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.AU.001.01.1.1 (Strain: M7A.F.Ca.AU.001.01.1.1),1
2496680.0,4.085327259113345,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.002.03.2.1 (Strain: M7A.F.Ca.CA.002.03.2.1),1
2496681.0,4.08420762414315,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.002.04.1.1 (Strain: M7A.F.Ca.CA.002.04.1.1),1
2496682.0,4.084727376657542,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.06.1.1 (Strain: M7A.F.Ca.CA.001.06.1.1),1
2496683.0,4.084612512435876,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.16.1.1 (Strain: M7A.F.Ca.CA.001.16.1.1),1
2496685.0,4.083873679567363,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.002.10.1.1 (Strain: M7A.F.Ca.CA.002.10.1.1),1
2496691.0,4.0842673169090515,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.08.1.1 (Strain: M7A.F.Ca.CA.001.08.1.1),1
2496692.0,4.084819946261665,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.08.2.1 (Strain: M7A.F.Ca.CA.001.08.2.1),1
2496694.0,4.085296090930874,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.004.05.1.1 (Strain: M7A.F.Ca.CA.004.05.1.1),1
2496696.0,4.085774030601977,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.006.04.2.1 (Strain: M7A.F.Ca.US.006.04.2.1),1
2496700.0,4.084927713832492,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.002.01.1.1 (Strain: M7A.F.Ca.US.002.01.1.1),1
2496701.0,4.086358435043729,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.001.01.1.1 (Strain: M7A.F.Ca.US.001.01.1.1),1
2496702.0,4.086606721022119,Proteobacteria,Mesorhizobium sp. M7D.F.Ca.US.004.03.1.1 (Strain: M7D.F.Ca.US.004.03.1.1),1
2496703.0,4.085115764287406,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.001.02.1.1 (Strain: M7A.F.Ca.US.001.02.1.1),1
2496705.0,4.083604181548986,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.002.06.1.1 (Strain: M7A.F.Ca.CA.002.06.1.1),1
2496706.0,4.084582198177803,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.14.1.1 (Strain: M7A.F.Ca.CA.001.14.1.1),1
2496707.0,4.085125542424501,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.006.01.1.1 (Strain: M7A.F.Ca.US.006.01.1.1),1
2496709.0,4.0862185186023945,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.003.02.2.1 (Strain: M7A.F.Ca.US.003.02.2.1),1
2496710.0,4.084995328979106,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.003.02.1.1 (Strain: M7A.F.Ca.US.003.02.1.1),1
2496712.0,4.085660602882582,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.007.01.1.1 (Strain: M7A.F.Ca.US.007.01.1.1),1
2496717.0,4.084263698245379,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.002.15.1.1 (Strain: M7A.F.Ca.CA.002.15.1.1),1
2496718.0,4.084407979785765,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.09.1.1 (Strain: M7A.F.Ca.CA.001.09.1.1),1
2496721.0,4.084669028664357,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.05.1.1 (Strain: M7A.F.Ca.CA.001.05.1.1),1
2496722.0,4.084483721460651,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.003.01.2.1 (Strain: M7A.F.Ca.CA.003.01.2.1),1
2496726.0,4.084694038437113,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.001.04.1.1 (Strain: M7A.F.Ca.US.001.04.1.1),1
2496727.0,4.0846405501742655,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.001.04.2.1 (Strain: M7A.F.Ca.US.001.04.2.1),1
2496728.0,4.084444123554197,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.13.1.1 (Strain: M7A.F.Ca.CA.001.13.1.1),1
2496729.0,4.085829598588732,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.001.13.2.1 (Strain: M7A.F.Ca.CA.001.13.2.1),1
2496731.0,4.0828923781640185,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.004.08.2.1 (Strain: M7A.F.Ca.CA.004.08.2.1),1
2496734.0,4.083495294609974,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.002.11.2.1 (Strain: M7A.F.Ca.CA.002.11.2.1),1
2496736.0,4.084698221752455,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.005.03.1.1 (Strain: M7A.F.Ca.US.005.03.1.1),1
2496737.0,4.0854432660653055,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.005.03.2.1 (Strain: M7A.F.Ca.US.005.03.2.1),1
2496738.0,4.085506890624785,Proteobacteria,Mesorhizobium sp. M7D.F.Ca.US.004.01.2.1 (Strain: M7D.F.Ca.US.004.01.2.1),1
2496739.0,4.084426274842469,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.CA.002.09.1.1 (Strain: M7A.F.Ca.CA.002.09.1.1),1
2496741.0,4.083976071964008,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.011.01.1.1 (Strain: M7A.F.Ca.US.011.01.1.1),1
2496742.0,4.084566815660496,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.008.03.1.1 (Strain: M7A.F.Ca.US.008.03.1.1),1
2496743.0,4.083298121039806,Proteobacteria,Mesorhizobium sp. M7A.F.Ca.US.010.02.1.1 (Strain: M7A.F.Ca.US.010.02.1.1),1
2496745.0,4.081292102787778,Proteobacteria,Mesorhizobium sp. M2A.F.Ca.ET.042.01.1.1 (Strain: M2A.F.Ca.ET.042.01.1.1),1
